,Title,Company,Location,Job Snippet,Job Url,Salary
450,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
451,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"PHP 50,000 - PHP 80,000 a month"
452,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
453,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,None
454,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
455,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"PHP 50,000 a month"
456,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"PHP 25,000 a month"
457,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
458,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,None
459,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
460,newStore Manager,Adidas,Manila,Has a working knowledge of the Profit and Loss Statement and the store KPI’s and makes commercial decisions based on sound financial judgment.,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
461,newProcurement Assistant Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators of department operations.Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
462,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
463,newResident Housekeeping Manager (145327),Shangri-La Hotels,Manila,Be the overall in-charge of the Housekeeping Operations in the Hotel.Coordinate with other departments to ensure the cleaning of the facilities are maintained.,https://ph.indeed.com/rc/clk?jk=eedd25844afa0605&fccid=da7c155197c82fa2&vjs=3,None
464,newFinancial Advisor,Pru Life UK,Makati,Help clients accomplish financial objectives by assessing the financial situation; Developing and presenting financial solutions such as insurance and…,https://ph.indeed.com/company/PruLife-UK/jobs/Financial-Advisor-acd8f6d2364ed37d?fccid=93fbdce789b5e8cd&vjs=3,"PHP 20,000 - PHP 60,000 a month"
465,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
466,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"PHP 50,000 - PHP 80,000 a month"
467,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
468,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,None
469,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
470,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"PHP 50,000 a month"
471,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"PHP 25,000 a month"
472,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
473,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,None
474,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
475,newStore Manager,Adidas,Manila,Has a working knowledge of the Profit and Loss Statement and the store KPI’s and makes commercial decisions based on sound financial judgment.,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
476,newProcurement Assistant Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators of department operations.Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
477,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
478,newResident Housekeeping Manager (145327),Shangri-La Hotels,Manila,Be the overall in-charge of the Housekeeping Operations in the Hotel.Coordinate with other departments to ensure the cleaning of the facilities are maintained.,https://ph.indeed.com/rc/clk?jk=eedd25844afa0605&fccid=da7c155197c82fa2&vjs=3,None
479,newFinancial Advisor,Pru Life UK,Makati,Help clients accomplish financial objectives by assessing the financial situation; Developing and presenting financial solutions such as insurance and…,https://ph.indeed.com/company/PruLife-UK/jobs/Financial-Advisor-acd8f6d2364ed37d?fccid=93fbdce789b5e8cd&vjs=3,"PHP 20,000 - PHP 60,000 a month"
480,newCustomer Service Associate Manager,Wells Fargo,Manila,"Manage allocation of people and financial resources for customer service.Collaborate and consult with internal partners, relationship managers, and colleagues…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtDvNqHDtR9RIEib6KsOUAWjmxPXVj9-U66VuBrR4CHc7o4uBpYpxtUfF7LKDut2BjqylCeB3s08eAVrMl9XSd_QHnATKvsg9jelIR0Q9lpWl21D4zdTXWKFcffRPZeaprqYHVRuWbForl9hnPekFBncWucqSI-ESiUWK8mTSITXXDnGtwyYg4vMFTyoZ2XejpGrCnGPpwz6TZoFuWNKcr0nH0B3-69kVYl7YzPWALbX8CObyFPGsqPCpEmDocBUTP7DgmV__SHN6wJxLt9BxjGHkyMv7jWUpR7wCWj-R6_kUo0i7UPglgoX9uxzdbIwNE44JB34c7_OZ4U_Gr0hiDAO6raFwjUxyvvrjmzIpQ1iVYqrlTHOZPD7lVPhNFH59SyE3fa4fVdN9bUtT3zLM_HRtV93UNgO7kfdcbMXIvWe_3AgKGhwJJRU4eEAP0LjK6uo1IzrJCM-v6EoMyA_YGFT7Dzvi4jQ0XrhhbsF4G77SY-RfnqrN7awkd-cniSj9jtGGHFe2d_bbgtEANpC3W5B_xsvYr66dI8YPZe5ECKPRa4032oAGLdJ&p=0&fvj=0&vjs=3,None
481,newBusiness Development Manager,Counto,Remote in Manila,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8ekQqqt-wJd5ilol1KWL3Axfy8_HlGgKY6zzMFoWQkvClDD2ChXXUMjJqzPeIKlKE5ii9zcGwS7qjDonlTBXck5b8fIjv_HE1n4qYJHX6l4ZWpuuq3c7AuxP3ooyt8J3CfnDMLZ3hHMIRQMlPSLrm1E8CKsE-PY6O86mReV8onfTi4kizZIFjV0LqJs3XYtUrVNmxRzEBdhF6Kt4iici8J-8-0RjSslaSqancOiJxC5bKQOT4LPwbAOOGUEN9NmxPzkE9YMFWKrd7inSPtJsrEjVGI8vCniUyd9xjY7DUiJ4vUSJlZMjOOlw==&p=1&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month"
482,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
483,Sales and Operations Manager,Icon Executive Asia,Taguig,Developing and controlling all operational budgets to ensure that the company has all the resources required to meet its objectives within agreed financial…,https://ph.indeed.com/company/Icon-Executive-Asia/jobs/Sales-Operation-Manager-6b81e27e73ec0f43?fccid=4792eba758818a50&vjs=3,"PHP 70,000 - PHP 100,000 a month"
484,newOperations Manager,Scentsmith Perfumery Inc,Manila,"Responsible for maximizing sales and profitability of retail stores while controlling expenses according to financial budget.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Scentsmith-Perfumery-Inc/jobs/Operation-Manager-d5f396b53c702894?fccid=90676b23cdfc6544&vjs=3,"PHP 50,000 a month"
485,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
486,newCollections Agency Manager,Eastwest Bank,Mandaluyong,"Reviews and corrects, if necessary, financial and non-financial endorsements submitted by the external collections agencies (ECAs).",https://ph.indeed.com/rc/clk?jk=6a9cb2da84da6d61&fccid=9463b5ff29280929&vjs=3,None
487,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,None
488,Sales Manager,Consistent Frozen Solutions,Temporarily Remote in Manila,"Accomplishes financial objectives by creating strategies and initiatives based on set sales targets, preparing an annual sales budget, analyzing variances, and…",https://ph.indeed.com/company/Consistent-Frozen-Solutions/jobs/Sales-Manager-47b34654098616dd?fccid=2594685aaaceda4d&vjs=3,"PHP 50,000 - PHP 100,000 a month"
489,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
490,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
491,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
492,Sales Manager,Ingnius Systems Private Limited,Temporarily Remote in Taguig,"Comfortable work set up - laptop, headset, computer accessories, and financial contribution towards your WFH setup.Day 1 Premium HMO with Dental.",https://ph.indeed.com/company/Ingniusystek/jobs/Sales-Manager-2c683def33d266b1?fccid=11978632bd81f3f8&vjs=3,"PHP 70,000 - PHP 100,000 a month"
493,newOffice Manager,Emma The Sleep Company,Manila,"You will produce reports, achieve financial objectives, schedule expenditures and initiate corrective actions when required.",https://ph.indeed.com/rc/clk?jk=4a28ed7f3ee29e5c&fccid=28838a4ebeb1c188&vjs=3,None
494,Assistant Manager for Operations,"Online Loans Pilipinas Financing, Inc.",Mandaluyong,"Acts as the overall in-charge of operations when Head of Operations is not around.Makes independent decisions, which have a day to day impact in area of…","https://ph.indeed.com/company/ONLINE-LOANS-PILIPINAS-FINANCING,-INC./jobs/Assistant-Manager-Operation-7857848e62bec262?fccid=c1dc829679ef352b&vjs=3","PHP 40,000 a month"
495,newCustomer Service Associate Manager,Wells Fargo,Manila,"Manage allocation of people and financial resources for customer service.Collaborate and consult with internal partners, relationship managers, and colleagues…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtBqoa3I0EE_ZWMSgv3kfR9X0NroSf9lqyuPAcUsDh4G2t6mGhEUQjHbJr4ZHFb71_SPx_906-kzIBXjvW1zbKWT1ths6-R45Wyw7Z91Scwmarvx1cm3bvWPbB2Nq2CfklbnvgLgGJXJNRKQXKNkak57p426luJqg04peqIxErScQqwZFJMcRxhxg7j2scsPHHz6GK7CxPr8G5tphT9RBl9_d05ao6mQUoP-nN0vkVp1FG7LVviDBOo-9nhO5xcNUwBfbKy8TXhpgH9pU7-3HapqotgttfwDq7Nax8mGOVFTI_36JfQCGQX4tZMPOgvREazlQAsSWDMmGmabHXM2sM3fqOhYraHayzllxg_rT7DKvmWiQjlbM9Z4ieF3wLrmcDLYGAiHYedHhAk7fjtI_CiHcTH5sNvLZWD3onAne66fUmT3N2t4Co-Z8gUpE3m9-_982OIDFaQuydXiy_VaahoWH6XaMTpoDLKpahZP6ecArdc83IFdRh8YUTRwM_ji4ffahZOxJcur7TkYggyx6vN6wSdUWQsgPqM7yGwMXOrtzXUMvVx3ast_&p=0&fvj=0&vjs=3,None
496,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
497,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"PHP 50,000 - PHP 80,000 a month"
498,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
499,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,None
500,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
501,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"PHP 50,000 a month"
502,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"PHP 25,000 a month"
503,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
504,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,None
505,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
506,newStore Manager,Adidas,Manila,Has a working knowledge of the Profit and Loss Statement and the store KPI’s and makes commercial decisions based on sound financial judgment.,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
507,newProcurement Assistant Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators of department operations.Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
508,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
509,newResident Housekeeping Manager (145327),Shangri-La Hotels,Manila,Be the overall in-charge of the Housekeeping Operations in the Hotel.Coordinate with other departments to ensure the cleaning of the facilities are maintained.,https://ph.indeed.com/rc/clk?jk=eedd25844afa0605&fccid=da7c155197c82fa2&vjs=3,None
510,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
511,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"PHP 50,000 - PHP 80,000 a month"
512,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"PHP 60,000 - PHP 70,000 a month"
513,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,None
514,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
515,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"PHP 50,000 a month"
516,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"PHP 25,000 a month"
517,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
518,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,None
519,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,None
520,newStore Manager,Adidas,Manila,Has a working knowledge of the Profit and Loss Statement and the store KPI’s and makes commercial decisions based on sound financial judgment.,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
521,newProcurement Assistant Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators of department operations.Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"PHP 50,000 - PHP 60,000 a month"
522,newRetail Operations Manager,Apollo Drugstore,Pasay,Loves metrics and numbers and has experience monitoring financial goals.Ensure that the stores achieve financial targets through monitoring and improvement of…,https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,"PHP 35,000 - PHP 45,000 a month"
523,newResident Housekeeping Manager (145327),Shangri-La Hotels,Manila,Be the overall in-charge of the Housekeeping Operations in the Hotel.Coordinate with other departments to ensure the cleaning of the facilities are maintained.,https://ph.indeed.com/rc/clk?jk=eedd25844afa0605&fccid=da7c155197c82fa2&vjs=3,None
