,Title,Company,Location,Salary,Job Url,Snippet,Seniority,Average
637,05 - Graphic Designer - Homebased,Support Shepherd,Remote,"PHP 80,000 - PHP 85,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-f4c4b26fe68538bf?fccid=28382f241cf295a3&vjs=3,We're looking for a highly creative graphic designer who can take conceptual ideas and.,middle_level,82500.0
644,09 - Content Creator and Graphic Designer (homebased),Support Shepherd,Remote,"PHP 40,000 - PHP 65,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-ed2544a127926798?fccid=28382f241cf295a3&vjs=3,"As a Graphic Designer, you will be responsible for bundling the existing content into eBooks and graphic format to broaden their reach.",middle_level,52500.0
431,14 - Virtual Admin Manager (Homebased),Support Shepherd,Remote,"PHP 50,000 - PHP 90,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-b74669dc1b892408?fccid=28382f241cf295a3&vjs=3,Incredibly High Follow Thru - High Follow Thru Score On Kolbe Index.,middle_level,70000.0
62,15 - Lead Generation - Marketing (Homebased),Support Shepherd,Remote,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-beed2627fd995adc?fccid=28382f241cf295a3&vjs=3,Email a set number of customers each week - we will increase or decrease according to.,senior_level,45000.0
726,05 - Graphic Designer (Homebased),Support Shepherd,Remote,"PHP 70,000 - PHP 75,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-2ea5534c7d30655a?fccid=28382f241cf295a3&vjs=3,"Graphics for a live event, etc.).",middle_level,72500.0
24,14 - Project Manager (Homebased),Support Shepherd,Remote,"PHP 50,000 - PHP 85,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-136157b49e42063c?fccid=28382f241cf295a3&vjs=3,Set up a Video meeting with clients.,middle_level,67500.0
855,Software Developer,Systemantech Inc.,Quezon City,"PHP 25,000 - PHP 30,000 a month",https://ph.indeed.com/company/Systemantech-Inc./jobs/Software-Developer-f435aee8a6cfc992?fccid=88f3e8d055c0e2e2&vjs=3,Net Developer to build software using languages and technologies of the .,middle_level,27500.0
6,Knowldege Manager,TOA Global,Pasig,"PHP 75,000 - PHP 90,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-d4IvKdOWcWlwGwuWOOSlQ-DyrnlQG0ke1mnc5lZLyf-mtRZLNxGHX5LLom1yuibwJCexQ-ga8TE7iuCzTgEozQ5MCinT8QSaMZqxXzGaFkRMtmBx1VzdIE0qCp8rXv-YZ6Ukc4uMu3lgKfep_AHXeoMIC5inODJviWga7wroyGGZY6vJGK-Frx1v32EXtebP2pKAtRr-imR9j3lgPxe7hvmPpONOJ3-NjVM6QGiakaMQRztlE9u7sgUi1esx9Nx3Hd0BrJwrOOiVh5oYANES3UIAFz-uey2p_1MqG39gFgF7NIoMHpGkorNz2XhZGChmKQZ_42bxxxsCOJNXyoLqdENZQeVEy1YooCsF5kIKOVXqsdMPfzSP_nNyAy0xWsduABHmcDoFKo7NYM7UzD2PibCkxS-dvnhNv7Ch0vTHaAY3qwCPDNjzwlE5BqIsURr7k1PSwp8ayjJrn-F_JlUVYUC8klumtFg=&p=6&fvj=1&vjs=3,"As a Knowledge Manager, you will define the content/knowledge management strategy and lead the content architecture and strategy.",senior_level,82500.0
694,GRAPHIC DESIGNER (WFH Set up),"TRI7 Solutions, Inc.",Remote,"PHP 25,000 - PHP 35,000 a month","https://ph.indeed.com/company/TRI7-Solutions,-Inc./jobs/Graphic-Designer-6504973e68d8eb96?fccid=84403faa47a1188c&vjs=3","The Graphics Designer/Video Editor will be tasked with creating graphics and videos for various marketing campaigns, collaborating with other designers, and…",middle_level,30000.0
641,Graphic Designer | Fulltime Homebased,Tahche Outsourcing Services Inc.,Remote,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/Tahche-Outsourcing-Services-Inc./jobs/Graphic-Designer-Fulltime-Homebased-cec02151c2518293?fccid=978bb76bc7be9fee&vjs=3,Work with a wide range of media and use graphic design software.,middle_level,35000.0
230,Ecommerce Inventory Manager,Tahche Outsourcing Services Inc.,Remote,"PHP 50,000 - PHP 70,000 a month",https://ph.indeed.com/company/Tahche-Outsourcing-Services-Inc./jobs/Ecommerce-Inventory-Manager-9068baaaa41c1b34?fccid=978bb76bc7be9fee&vjs=3,"3+ years work experience with inventory planning & management with inventory forecasting, supply chain, and inventory background.",senior_level,60000.0
578,Data Engineer (Azure),TalentumPH,Remote,"PHP 40,000 - PHP 60,000 a month",https://ph.indeed.com/company/TalentumPH/jobs/Data-Engineer-c78562febadf18a1?fccid=0af2a157d7981317&vjs=3,,middle_level,50000.0
213,BUSINESS DEVELOPMENT HEAD (Online Gaming),Tamaray People Solutions,Makati,"PHP 50,000 - PHP 85,000 a month",https://ph.indeed.com/company/TPS-Corp./jobs/Business-Development-Head-8695264df91ecf0f?fccid=14f70bf67f18eca6&vjs=3,"You will be responsible for leading all aspects of B2B Lead Generation, including goal-setting, strategy, reporting, analysis, market research, and execution.",senior_level,67500.0
410,Team Captain / Team Leader (Shift Supervisor / Area Supervis...,Taters Enterprises Inc.,Makati,"PHP 18,000 - PHP 25,000 a month",https://ph.indeed.com/company/Taters-Enterprises-Inc./jobs/Team-Captain-e6ca161823d652f3?fccid=69bf2e15056de24b&vjs=3,"Reporting to the Team/Store Manager, the Team Captain (Shift Supervisor) or Team Leader (Assistant Team Manager or Area Supervisor) will supervise the daily…",senior_level,21500.0
46,ASST. LOBBY MANAGER,The Landmark Makati,Makati,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,junior_level,35000.0
458,Establishment Manager,The Standard Hospitality Group,Mandaluyong,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/The-Standard-Hospitality-Group/jobs/Establishment-Manager-1ddad86f0512c5ca?fccid=7fff6bbdc228b723&vjs=3,"Accomplishes restaurant human resource objectives by recruiting, selecting, orienting, training, assigning, scheduling, coaching, counseling, and disciplining…",middle_level,35000.0
371,Brand Manager (Food),The Standard Hospitality Group,Mandaluyong,"PHP 30,000 - PHP 45,000 a month",https://ph.indeed.com/company/The-Standard-Hospitality-Group/jobs/Brand-Manager-87faf80a0af27dbf?fccid=7fff6bbdc228b723&vjs=3,Supporting the brand manager in all decision.,middle_level,37500.0
741,Motions Graphic Designer,The Unlimited Design Factory,Remote,"PHP 35,000 - PHP 45,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0g2ja8JD3a5s9YJ5kJnQ7wTsVYFVqp3LlHuuoTJgbhDhhe-3Vg6-yIAbs4wW0BYPZc74gW1k0XL6WGEjWF6uqUzMp2iIwKl-ReRs4FQGtSJd2j5yFo8kHuxisR3skOIN7rOIlKE_mS-dRXBxwzeG2OCIq3h9uqAy3PcJb2CaYtXxYfFxZ561eYks2un1DzxvzV8toPeUNS8xqe-32Emdtak0IKKTQeCyNiAF8n0WUOSlITytCXc6orCRffvgqYcqb5asESiedzNWK8tjbokPSsj52ArOVFUjLDRpS61VZUT1VZrdXBY3QpBLX2OgE3r188pL6ibFV7tsUqn8olAqq7IphT82uLq10N7UXKtB_BlrJ2lccF_SnUryS2_fnUT0S1AkjapX6Ld6amFN1cVjYa45PYgg5A5vQrctDAAPRpKKHcL_dHByF_UuVUKMjqdeySKkRaG7Ptql6NOMzGEtwQbuQDwfA-VisOVSmFEqRCg==&p=0&fvj=1&vjs=3,Experience as a graphic designer or in related field.,middle_level,40000.0
853,Junior Software Developer,Transsion Holdings,Remote,"PHP 20,000 - PHP 23,000 a month",https://ph.indeed.com/company/Tecno-Mobile/jobs/Junior-Software-Developer-3bc4969a5c7e99b9?fccid=b56858a1af680500&vjs=3,Collaborate with developers in troubleshooting & debugging issues found during testing.,junior_level,21500.0
803,Software Developer,VAULT OUTSOURCING OPC,Remote,"PHP 40,000 - PHP 45,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCOFoeOCOryvaj1W3xDkCRYoslZeefCf44Tq9xTAK_30qfXEzz7P_ZBjM_ZGwczQX51zChYIwN1JK8_divwn2ZL8aeqTjwIELKkTuynprJaLn8Hu09hbciEv5z9PTiCrlbkwYKHsL_QGB7sArQIbQIE6amsrloE7LZkidiaNUe-CN9WUW1mSvMHY6JI_fyToK1BZjyu5STPf1f_DwxnYwXOblETMsZ039kI0HqbxfVleYNLTJRYEs6IyUlKsbMXkiHk4wc1EnaxqCSNxMK3BJxoE66LXvXkjuO4Tbtx8oaHkTJA7D8EsRGzODVVSDPgV9TiUdKLzFJ-FVAQ41xUOsFdgjfCMPgAaMZatL9ERHlbGIoBAULffQPMwBnlHQTNQU7Kudgx2YTorMhddW-_PnrpO90N7VIVC0pr9G_raHnYF7wLmIS7XBzO-likm_CBYzzkk2ZWue9L7cWVJ352_0Ccz2kT4HfWSkWI3nsuABy3edjxr_Bm-KesUjruwnoTys=&p=2&fvj=1&vjs=3,"Responsible for creating well organized, user-friendly, automated legal forms.",middle_level,42500.0
680,vivo E-Commerce - Graphic Designer,"Versamobile Innovations, Inc.",Fort Bonifacio,"PHP 18,000 - PHP 30,000 a month","https://ph.indeed.com/company/Versamobile-Innovations,-Inc./jobs/Vivo-E-Commerce-6c7fe229fc67c34f?fccid=1b2080a27d9e4fa5&vjs=3",,middle_level,24000.0
840,Software Developer,Via Appia,Remote,"PHP 25,000 - PHP 55,000 a month",https://ph.indeed.com/company/Via-Appia/jobs/Software-Developer-d4cb5ae32247b3bd?fccid=1e45ebb24f70c6a0&vjs=3,A consultant must be proficient in software development practices/methodologies and apply proficiency in one or more areas of products and industries.,middle_level,40000.0
633,Front-End Web Developer,Via Appia,Remote,"PHP 25,000 - PHP 55,000 a month",https://ph.indeed.com/company/Via-Appia/jobs/Front-End-Web-Developer-c02ba440ca489250?fccid=1e45ebb24f70c6a0&vjs=3,Perform application development based on customer requirements using Via Appia’s authorized development platforms.,middle_level,40000.0
910,Backend Software Developer,Volopay,Remote,"PHP 40,000 - PHP 80,000 a month",https://ph.indeed.com/company/Volopay/jobs/Backend-Software-Developer-f7129713a79e9137?fccid=1c838e582d0123b6&vjs=3,Accept constructive criticism and customer feedback regarding their experience with the software.,middle_level,60000.0
4,Operations Manager,Vrio-Fintech,Remote,"PHP 50,000 - PHP 60,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdx1Lt3LJQvErIPlHlvip_drkXHMMslo8seFwm7IWMk25mno2PKofuKIvLcOu5FIWpqMfHiEmyq0oCjLIyBRGGleX00F75kkJhfbi07c0wvtTS78B-IFbW90c8CwK9ihiQ5sbIMbC_zc2t6KdP_9VF7pxksxRZeA7Vwzy_dXpp_HhA1bqi2qVvfmbejDWXLU5qX_oyHRsJqpI33fFdeSsbJzJVuuj4ntLjx0mP1Bl8EJj8V_mIpRfS6e4WDHrbkWHp1UjD-6Fi3gJBnhyUHeRir5isUgzAkVdmt5YMUSaXz3OeBDrCK3P1M8=&p=4&fvj=1&vjs=3,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,middle_level,55000.0
68,Logistics Manager,WINNERBITES CORPORATION,Quezon City,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/WINNERBITES-CORPORATION/jobs/Logistic-Manager-e307a3963e864de7?fccid=e3a55c9d31f47a52&vjs=3,"Strategically plan and manage logistics, warehouse, transportation and customer services.",middle_level,35000.0
30,Operations Manager | Libis,WNS Global Services Philippines Inc.,Quezon City,"PHP 70,000 - PHP 80,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPFhcsPXlFejACOKZ4qG22IOGkxpSeZ7ZGhf2jSoPVfFauy4EaUf2cYkKdivvkamYiaZfd8SA0jRvvx83FZHDkvB-mriIN0unXsu0Ur2YTV4hVb8JXy2CPqPxL4Dc1p9AmWEP10w4EBeIDrHfX9n8WxZPEkgm6OBkxAexe0-MyHJytiJmSloI1stvKxPK0G3L-SX7TZlItaYOeSzeXFGdYA4XvFbidJVvYtLbcF1P9B_Zv0MqvLPGS7ZUpFJYnVllIEL5kkQjspv1yDeYHYcUByiUUCipll2XaPTHdY3E1MVB_5deODzicNx3nLHyD9eSvXBYonH-ByJK6UzjQ2MMo2bbIXyo6KG_b_RYdj_IeJZdRo09ubOHHNYrxbUR0TaaJ-oxQJBlvb3k9ZAyiqfE9d_BhklFrGWw=&p=0&fvj=1&vjs=3,Leads Operations to ensure customer satisfaction.,senior_level,75000.0
223,Operations Group Manager | Libis Site,WNS Global Services Philippines Inc.,Quezon City,"PHP 90,000 - PHP 100,000 a month",https://ph.indeed.com/company/WNS-Global-Services/jobs/Operation-Group-Manager-Libis-Site-83d777ef1082f620?fccid=96062d983fcdce01&vjs=3,"Conduct staff performance reviews to assess needs, cost/benefit analysis, and other operational strategy assessments.",middle_level,95000.0
31,Team Leader - Operations | Alabang / Libis,WNS Global Services Philippines Inc.,Alabang,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPFhcsPXlFejACOKZ4qG22IOGkxpSeZ7ZGhf2jSoPVfFauy4EaUf2cYkKdivvkamYiaZfd8SA0jUmgdI94fVN3FoYH6gbNexFBCRDhtRuRymN72lg0YEJJ6v3VWIvBJmrNM2VpBKlG1IoL_Dzl6M8rADk3bIy4OjGgLaDW_k41yUKVZccw15Lykc_7OG43EYHL9DVhmB-wIq-xNp5KhFPNCM9ODVQNmCGsobhJSnRC29WJY7yPgCR99I8ovbAfzK4v1_SmVP_jxHt8pxTgTcDquCxgwVuQ8ne4Irhhrs3rRYpsl2_jfLHjyMEZOu3zut9AnMchO2a1QusG63tlzy1dLaYEg-iLUFSL_DOoltGFfWmuQG-_UpXFAaM85n8xGWNz6Hf9xFDU5JHhbictXkEg2MgskUU_zek=&p=1&fvj=1&vjs=3,"This position requires having team handling skills, coaching skills and managing customer escalation.",senior_level,45000.0
312,Assistant Manager - Operations,WNS Global Services Philippines Inc.,Remote,"PHP 35,000 - PHP 50,000 a month",https://ph.indeed.com/company/WNS-Global-Services/jobs/Assistant-Manager-1bec5cb6d2ee5f22?fccid=96062d983fcdce01&vjs=3,Ensures service levels are met.,junior_level,42500.0
355,HR MIS Team Lead (HR & Reports Analytics) | Libis,WNS Global Services Philippines Inc.,Remote,"PHP 50,000 - PHP 85,000 a month",https://ph.indeed.com/company/WNS-Global-Services/jobs/Human-Resource-Mis-Team-Lead-Libis-d5d55132f92d00f0?fccid=96062d983fcdce01&vjs=3,"Keep track of HR data, metrics, Monthly reports and dashboards.",senior_level,67500.0
246,Training Manager | Libis Site,WNS Global Services Philippines Inc.,Quezon City,"PHP 70,000 - PHP 80,000 a month",https://ph.indeed.com/company/WNS-Global-Services/jobs/Training-Manager-Libis-Site-a2a143722e3c8bf5?fccid=96062d983fcdce01&vjs=3,,middle_level,75000.0
770,Marketing Manager,Wholeliving Corporation,Makati,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Wholeliving-Corporation/jobs/Marketing-Manager-8f3ba44a1320d26e?fccid=1c9f140b7f2a044b&vjs=3,Recommends approval of all marketing collaterals / local print advertisement and manages graphic designer on ad creation.,middle_level,45000.0
363,Marketing Manager,Wholeliving Corporation,Makati,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Wholeliving-Corporation/jobs/Marketing-Manager-8f3ba44a1320d26e?fccid=1c9f140b7f2a044b&vjs=3,"The Marketing Manager is responsible for the strategic marketing direction, planning, and implementation of marketing initiatives for the Company’s brands, and…",middle_level,45000.0
386,Homeowner Association Manager,"Wordtext Systems, Inc.",Mandaluyong,"PHP 40,000 - PHP 50,000 a month","https://ph.indeed.com/company/Wordtext-Systems,-Inc./jobs/Homeowner-Association-Manager-90d4e3da40afb124?fccid=fd5c1f16eb6670b0&vjs=3",An HOA manager may issue fines against non-compliant homeowners if rules are consistently violated.,middle_level,45000.0
251,Administrative Assistant (XENTROMALL HEAD OFFICE -MARIKINA),XENTROMALLS,Marikina,"PHP 14,007 - PHP 16,000 a month",https://ph.indeed.com/company/XENTROMALL/jobs/Administrative-Assistant-bfee1ec8167f6d39?fccid=12ed731fc57b39fa&vjs=3,,junior_level,15003.5
847,Software Developer (C++),Yngen Datacom Corporation,Manila,"PHP 60,000 - PHP 80,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ap6WFwqXJzFXi3gHgKDo8RXCkDufH3-iXsfi2I1zwAC22Ge2-6C5bj5FP6e58u0LnCZ2ZIoUfpTUjFCSH8y-3h55rccpZifPXrY-qVL0MeYCqzI-8m3jLb6gTTfFx6P82PQK6CpC1kAj-RGasCi22nL_kW4lBhQKxccsJHtJH1lI5XUG_v81F33sMh42FgV3Shkd-CAWKd55b8Xb0uwgT7qH5moHwkxLo9VE43Nrdd5Pv2btg2HnO6nfzuXIo_NjHa3Vyc6x8GP482XD_mZvZonoLJ4AKrp6cpralX2C0XgB0g400fPQkntKoOBgu5WI8doIy_zR9aDxDvR2zRcTLo1VGmcau5Ffuu5Qd3bCNCpeN6394k7KmJkeAHUtgtxF_66KJaKedM0BZTS46IMmj4xq9fKWT6nf6ZgaaqKS4qGcGNXNEdPrczl0yNt0CAW-3dp_oJkXFtZ6J5_waN0OQQyqqNgKid4Ielm4DwscZZaBcR_Mn04EjV&p=1&fvj=1&vjs=3,1 years to 3 years of experience in SW Engineering role.,senior_level,70000.0
85,Loan Customer Service Manager,Yoki group of Companies,Makati,"PHP 50,000 - PHP 100,000 a month",https://ph.indeed.com/company/AlfavConstruct-Philippines-Inc./jobs/Loan-Customer-Service-Manager-253a5e9eed0acab5?fccid=fd6fbb24f5748e78&vjs=3,"Build, hire and train customer service team from 0 to n.",middle_level,75000.0
379,Project Manager,Yondu (Globe Telecom),Remote,"PHP 80,000 - PHP 95,000 a month",https://ph.indeed.com/company/Yondu-(Globe-Telecom)/jobs/Project-Manager-d315a706da7cde66?fccid=c15c06376fbf1ff1&vjs=3,"Plans Project including schedule development, acceptance criteria definition.",middle_level,87500.0
849,Software Developer,Zagana Farm-Kitchen,Quezon City,"PHP 16,000 - PHP 18,000 a month",https://ph.indeed.com/company/Zagana-Farm--Kitchen/jobs/Software-Developer-9f37bb638a2815cc?fccid=c3befa472210b05c&vjs=3,"Researching, designing, implementing, and managing software programs.",middle_level,17000.0
337,Benefits Administration Lead,Zalamea Business Solutions Inc.,Remote,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Zalamea-Business-Solutions-Inc./jobs/Benefit-Administration-Lead-c89e567668c5ef03?fccid=22cb6edb71982dfc&vjs=3,"Our team provides personalized services that help clients gain a better understanding of current laws, standards, and business practices and delivers the proper…",senior_level,45000.0
1,Business Development Manager,Zengage,Pasay,"PHP 60,000 - PHP 80,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFotHD-krhVRmL6z7Fkx8OwRSN61x6AZz56VJROuU-MVsTVwohlMwcAi8QxldGZTe95MbzH0mlZ6S_N-kS4M4baLCM_E063GnpFjlqF0tIFjmB5B9k8yX6EybEiyqGGjy49ZWazweTypgNlov76DZIf-6813dtn-P0bl4IzUKhnfAEWAdAG1ZOsTO_-ZhL1-wvaGmtviHSyLJL-ANzgZkNJsAX1OnyWfkuvYoAzT_X8dzMb1Twd381nwemDWe23Fb9SKgJnqqc7hHmwZuPN1LmF9zhuOzl0IXnB20ArDj-S-i4ij9szftZrNjniI4f7Rvbs7JW-vs_S7jJRO0wUSyb6BIbmWNJG5Kf-ci-d7rk38CdfJQK9eyAg7eJiAKICcJIUFbIUpK1GmiKY932D4RVRYcqMrJorHQ7j8_zEO7_r5NESCHSvtimxfZ5uinJ5rHX4A5Jt512gg-MHTpvaCDy9zPKZluWHJYon9cp26b45Q==&p=1&fvj=1&vjs=3,Managing both our existing sales pipeline and developing new business opportunities.,middle_level,70000.0
27,Operations Manager,eTeam Inc,Remote,"PHP 55,000 - PHP 80,000 a month",https://ph.indeed.com/company/GH-Premier-Review-Center/jobs/Operation-Manager-09432db69d11132b?fccid=48ccac621479d5c3&vjs=3,Responsible for managing Engagement Coaches that are responsible for the daily operations of an engagement center.,middle_level,67500.0
432,RPO Operations Manager,eTeam Inc,Remote,"PHP 70,000 - PHP 90,000 a month",https://ph.indeed.com/company/GH-Premier-Review-Center/jobs/Rpo-Operation-Manager-2eb1ee070dcc061c?fccid=48ccac621479d5c3&vjs=3,"A recruiting manager works jointly with recruiters and oversees the sourcing, interviewing, hiring and onboarding processes.",middle_level,80000.0
169,Administration Section Manager,eTeam Inc,Remote,"PHP 40,000 - PHP 60,000 a month",https://ph.indeed.com/company/eTeam-Inc/jobs/Administration-Section-Manager-65303fd5ab09cf1d?fccid=e587fef21ee03819&vjs=3,Supervising the day-to-day operations of the administration Section.,middle_level,50000.0
227,Customer Service Associate Manager,eTeam Inc,Taguig,"PHP 45,000 - PHP 60,000 a month",https://ph.indeed.com/company/GH-Premier-Review-Center/jobs/Customer-Service-Associate-Manager-34791b8e32965a72?fccid=48ccac621479d5c3&vjs=3,"Collaborate and consult with internal partners, relationship managers, and colleagues to ensure customer satisfaction.",junior_level,52500.0
900,Software Developer (with Codility exam),eTeam PH,Manila,"PHP 20,000 - PHP 24,000 a month",https://ph.indeed.com/company/eTeam-PH/jobs/Software-Developer-f6cf934566cb1b92?fccid=e721db89c4a1979b&vjs=3,Preferred to have some software development experience.,middle_level,22000.0
586,Digital Marketing Executive (Remote),eduCLaaS,Remote,"PHP 38,000 - PHP 57,000 a month",https://ph.indeed.com/company/Lithan-Academy/jobs/Digital-Marketing-Executive-c065fb341555d9e8?fccid=6dff6b8f30346964&vjs=3,"Additionally, you should have a strong interest in becoming that all-rounder digital marketer that has cutting-edge knowledge of marketing tools, strategies,…",middle_level,47500.0
413,Business Operation Manager - Remote,eduCLaaS Global Pte. Ltd.,Remote,"PHP 70,000 - PHP 90,000 a month",https://ph.indeed.com/company/Lithan-Academy/jobs/Business-Operation-Manager-b7f5c15c27c461cb?fccid=6dff6b8f30346964&vjs=3,Monitor and track contractual requirements like Service Level Agreement (SLA) and Key Performance Indicators (KPIs).,middle_level,80000.0
353,Operations Manager,iConcept Contact Solutions,Pasig,"PHP 60,000 - PHP 100,000 a month",https://ph.indeed.com/company/iCONCEPT-CONTACT-SOLUTIONS/jobs/Operation-Manager-57dca90b957e2f44?fccid=8afd99f6654af1d3&vjs=3,"The Operations Manager is responsible for the overall operations, one focusing on accounts (Operations Manager – Account) and the other on carriers’ side …",middle_level,80000.0
224,Team Lead (Sales Operations),iSupport Worldwide,Pasig,"PHP 40,000 - PHP 45,000 a month",https://ph.indeed.com/company/iSupport-Worldwide/jobs/Team-Lead-04cbdeaf07c1ac1f?fccid=1e6c5e7823bdb3b1&vjs=3,Deliver World Class Customer Service.,senior_level,42500.0
895,Software Developer (Twilio),iSupport Worldwide,Manila,"PHP 50,000 - PHP 80,000 a month",https://ph.indeed.com/company/iSupport-Worldwide/jobs/Software-Developer-81779b25c5f0e3d9?fccid=1e6c5e7823bdb3b1&vjs=3,Earn above industry compensation package.,middle_level,65000.0
497,Data Engineer,iSupport Worldwide,Pasig,"PHP 50,000 - PHP 100,000 a month",https://ph.indeed.com/company/iSupport-Worldwide/jobs/Data-Engineer-60b9fa172e3dcf20?fccid=1e6c5e7823bdb3b1&vjs=3,Familiarity with data modeling and building reporting data models.,middle_level,75000.0
450,HR Manager,pro group electric bike and scooer,Makati,"PHP 40,000 - PHP 55,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrTLwo4BEZ61idMT5iWx7bv10aHPb5f3LgySyddVzyWGBBVhK68pHVzYNTqe2PO8dpsDylIEsqxE5R4t3AmRB7UshjzuTrsEpYCBWZLY4ZGHWksAsfUjYsy0lBAqISzY09hav3dwyGsM4UrEAqz1LRHddgXtXJpRveEj7TtxAt28JaWcHel8KHsU0lZoJC4yQv1Hjf7b0GwYUozgW2KgyjsufsWGc5be-kFW7cTobkApOB4OhennmvfT25LkiBlJQ2csk_krrzjqN2oYU2sycdh61PgWIePfMklzIJzPcJUnAaV6jyoWzzu99-Ihnh5ihu2X5otThn3NRS-ClNT7Y_vZDYQ19MlvOFzA6JQxfFEfSokys8CYOzLjvfBG-kwHWG-bAAXFJMtyaW1nLF798LNOwvcBuGhLQPw1wLT9sEbXRwV0MUHdztHV07RkII9Ygd_cJuHd1rtp09YtiN4fjj157EQlgIaMM=&p=0&fvj=1&vjs=3,Develop and implement HR strategies and initiatives aligned with the overall business strategy.,middle_level,47500.0
